Drug Induced Liver Injury Rank (DILIrank) Dataset Ver 2.0 | FDA,,,,,,
LTKBID,CompoundName,SeverityClass,LabelSection,vDILI-Concern,Comment,
LT03656,Delafloxacin meglumine,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00996,Delavirdine mesylate,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00081,Demeclocycline hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01347,Denileukin diftitox,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03657,Deoxycholic acid,0,No match,vNo-DILI-concern,New,
LT00695,Dermatan,8,Discontinued,vMost-DILI-concern,Unchanged,
LT01265,Desipramine hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01085,Desloratadine,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00896,Desmopressin acetate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00573,Desvenlafaxine succinate,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03658,Deutetrabenazine,0,No match,vNo-DILI-concern,New,
LT00082,Dexamethasone,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00810,Dexbrompheniramine maleate,0,No match,vNo-DILI-concern,Unchanged,
LT00682,Dexchlorpheniramine maleate,0,No match,vNo-DILI-concern,Unchanged,
LT01266,Dexlansoprazole,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01063,Dexmedetomidine hydrochloride,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02909,Dexmethylphenidate hydrochloride,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01972,Dexpanthenol,0,No match,vNo-DILI-concern,Unchanged,
LT01273,Dexrazoxane hydrochloride,4,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00870,Dextroamphetamine sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT02056,Dextromethorphan polistirex,0,No match,vNo-DILI-concern,Unchanged,
LT00327,Dextrose,0,No match,vNo-DILI-concern,Unchanged,
LT00774,Diatrizoate sodium,0,No match,vNo-DILI-concern,Unchanged,
LT00230,Diazepam,4,Adverse reactions,vLess-DILI-concern,Revised,
LT00865,Diazoxide,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00802,Dichlorphenamide,0,No match,vNo-DILI-concern,Unchanged,
LT00084,Diclofenac sodium,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02041,Dicloxacillin sodium,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00737,Dicyclomine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01285,Didanosine,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00806,Diethylpropion hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03659,Difelikefalin acetate,0,No match,vNo-DILI-concern,New,
LT00085,Diflunisal,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00292,Digoxin,0,No match,vNo-DILI-concern,Unchanged,
LT02218,Dihydroergotamine mesylate,0,No match,vNo-DILI-concern,Unchanged,
LT01292,Diltiazem hydrochloride,4,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00545,Dimenhydrinate,0,No match,vNo-DILI-concern,Unchanged,
LT00074,Dimercaprol,0,No match,vNo-DILI-concern,Unchanged,
LT02877,Dimethyl fumarate,4,Warnings & precautions,vMost-DILI-concern,New,
LT00087,Diphenhydramine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01623,Diphenoxylate,0,No match,vNo-DILI-concern,Unchanged,
LT00294,Dipyridamole,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT03660,Diroximel fumarate,4,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01302,Disopyramide phosphate,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00295,Disulfiram,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00684,Divalproex sodium,8,Box warning,vMost-DILI-concern,Unchanged,
LT01308,Dobutamine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01309,Docetaxel,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01040,Dofetilide,0,No match,vLess-DILI-concern,Revised,
LT00986,Dolasetron mesylate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02905,Dolutegravir sodium,8,Warnings & precautions,vMost-DILI-concern,New,
LT00052,Donepezil hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00015,Dopamine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT03661,Doravirine,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT00623,Doripenem,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00547,Doxapram hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01313,Doxazosin mesylate,3,Adverse reactions,vLess-DILI-concern,Revised,
LT01314,Doxepin hydrochloride,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00464,Doxercalciferol,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00335,Doxorubicin hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00393,Doxycycline,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00727,Doxylamine succinate,0,No match,vNo-DILI-concern,Unchanged,
LT00909,Dronabinol,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00671,Dronedarone hydrochloride,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01317,Droperidol,0,No match,vNo-DILI-concern,Unchanged,
LT01318,Droxicam,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01788,Droxidopa,0,No match,vNo-DILI-concern,New,
LT02035,Duloxetine hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01112,Dutasteride,0,No match,vNo-DILI-concern,Unchanged,
LT03662,Duvelisib,4,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00740,Dyphylline,0,No match,vNo-DILI-concern,Unchanged,
LT01849,Ebrotidine,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00683,Ecallantide,0,No match,vNo-DILI-concern,Unchanged,
LT01414,Eculizumab,0,No match,vLess-DILI-concern,Revised,
LT03663,Edaravone,0,No match,vNo-DILI-concern,New,
LT00760,Edetate calcium disodium,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT03664,Edoxaban tosylate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT02093,Edrophonium chloride,0,No match,vNo-DILI-concern,Unchanged,
LT01323,Efavirenz,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT03665,Elagolix sodium,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT02024,Eletriptan hydrobromide,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03666,Eliglustat tartrate,0,No match,vNo-DILI-concern,New,
LT00663,Eltrombopag olamine,4,Box warning,vMost-DILI-concern,Unchanged,
LT03605,Eluxadoline,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT03667,Empagliflozin,0,No match,vNo-DILI-concern,New,
LT00515,Emtricitabine,2,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00296,Enalapril maleate,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00381,Enalaprilat,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03668,Enasidenib mesylate,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT03669,Encorafenib,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01169,Enfuvirtide,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00954,Enoxaparin sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01968,Entacapone,0,No match,vLess-DILI-concern,Unchanged,
LT00538,Entecavir,7,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT03670,Entrectinib,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT02444,Enzalutamide,0,No match,vNo-DILI-concern,New,
LT01666,Ephedrine sulfate,0,No match,vNo-DILI-concern,Unchanged,
LT00742,Epinephrine,0,No match,vNo-DILI-concern,Unchanged,
LT00091,Epirubicin hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01149,Eplerenone,4,Adverse reactions,vLess-DILI-concern,Revised,
LT01316,Epoetin alfa,0,No match,vNo-DILI-concern,Unchanged,
LT00971,Epoprostenol sodium,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01001,Eprosartan mesylate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00999,Eptifibatide,0,No match,vNo-DILI-concern,Unchanged,
LT03671,Eravacycline dihydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT03672,Erdafitinib,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00194,Ergocalciferol,0,No match,vNo-DILI-concern,Unchanged,
LT02386,Eribulin mesylate,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT01214,Erlotinib hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01122,Ertapenem sodium,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT03673,Ertugliflozin,0,No match,vNo-DILI-concern,New,
LT00092,Erythromycin estolate,5,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02330,Erythropoietin,0,No match,vNo-DILI-concern,Unchanged,
LT02929,Escitalopram oxalate,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02881,Eslicarbazepine acetate,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01333,Esmolol hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01589,Esomeprazole sodium,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01334,Estazolam,0,No match,vNo-DILI-concern,Unchanged,
LT00016,Estradiol valerate,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01342,Estramustine phosphate sodium,4,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02424,"Estrogens, conjugated",1,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02043,Estrone,2,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00677,Estropipate,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01161,Eszopiclone,3,Adverse reactions,vLess-DILI-concern,Revised,
LT01353,Etanercept,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT03674,Etelcalcetide,0,No match,vNo-DILI-concern,New,
LT03675,Eteplirsen,0,No match,vNo-DILI-concern,New,
LT01344,Ethacrynic acid,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01345,Ethambutol hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00926,Ethanolamine oleate,0,No match,vNo-DILI-concern,Unchanged,
LT01348,Ethionamide,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00831,Ethosuximide,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00795,Ethotoin,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01355,Etidronate disodium,0,No match,vNo-DILI-concern,Unchanged,
LT00240,Etodolac,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01357,Etomidate,0,No match,vNo-DILI-concern,Unchanged,
LT01193,Etonogestrel,5,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00094,Etoposide,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00653,Etravirine,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01267,Everolimus,4,Adverse reactions,vLess-DILI-concern,Revised,
LT00394,Exemestane,4,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00537,Exenatide synthetic,0,No match,vNo-DILI-concern,Unchanged,
LT01359,Exifone,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01153,Ezetimibe,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01870,Falnidamol,8,Discontinued,vMost-DILI-concern,Unchanged,
LT00270,Famciclovir,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00095,Famotidine,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00554,Febuxostat,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT03676,Fedratinib hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00097,Felbamate,7,Box warning,vMost-DILI-concern,Unchanged,
LT00397,Felodipine,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01846,Fenclozic acid,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00098,Fenofibrate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00670,Fenofibric acid,2,Warnings & precautions,vLess-DILI-concern,Revised,
LT00944,Fenoldopam mesylate,0,No match,vNo-DILI-concern,Unchanged,
LT00099,Fenoprofen calcium,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT03677,Ferric maltol,0,No match,vNo-DILI-concern,New,
LT00967,Ferumoxides,0,No match,vNo-DILI-concern,Unchanged,
LT00966,Ferumoxsil,0,No match,vNo-DILI-concern,Unchanged,
LT00650,Ferumoxytol,0,No match,vNo-DILI-concern,Unchanged,
LT00590,Fesoterodine fumarate,0,No match,vNo-DILI-concern,Unchanged,
LT03678,Fexinidazole,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01370,Fexofenadine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01371,Fialuridine,8,Discontinued,vMost-DILI-concern,Unchanged,
LT02357,Fidaxomicin,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT00701,Fiduxosin,8,Discontinued,vMost-DILI-concern,Unchanged,
LT01320,Filgrastim,1,Adverse reactions,vLess-DILI-concern,Revised,
LT00167,Finasteride,0,No match,vLess-DILI-concern,Unchanged,
LT03679,Finerenone,0,No match,vNo-DILI-concern,New,
LT02342,Fingolimod hydrochloride,8,Warnings & precautions,vMost-DILI-concern,New,
LT01372,Fipexide,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00857,Flavoxate hydrochloride,0,No match,vLess-DILI-concern,Revised,
LT01375,Flecainide acetate,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03680,Flibanserin,0,No match,vNo-DILI-concern,New,
LT03903,Florbetaben f-18,0,No match,vNo-DILI-concern,New,
LT03904,Florbetapir f-18,0,No match,vNo-DILI-concern,New,
LT03905,Flortaucipir f-18,0,No match,vNo-DILI-concern,New,
LT03906,Fluciclovine f-18,0,No match,vNo-DILI-concern,New,
LT00179,Fluconazole,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01381,Flucytosine,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01382,Fludarabine phosphate,0,No match,vNo-DILI-concern,Unchanged,
LT00399,Fludrocortisone acetate,0,No match,vNo-DILI-concern,Unchanged,
LT01384,Flumazenil,0,No match,vNo-DILI-concern,Unchanged,
LT00894,Fluorescein sodium,0,No match,vNo-DILI-concern,Unchanged,
LT03907,Fluorodopa f-18,0,No match,vNo-DILI-concern,New,
LT03908,Fluoroestradiol f-18,0,No match,vNo-DILI-concern,New,
LT01029,Fluorouracil,0,No match,vLess-DILI-concern,Unchanged,
LT00018,Fluoxetine hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02031,Fluoxymesterone,8,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00400,Fluphenazine hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01394,Flurazepam hydrochloride,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00298,Flurbiprofen sodium,3,Warnings & precautions,vLess-DILI-concern,Revised,
LT00101,Flutamide,8,Box warning,vMost-DILI-concern,Unchanged,
LT03909,Flutemetamol f-18,0,No match,vNo-DILI-concern,New,
LT00172,Fluvastatin sodium,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT01396,Fluvoxamine maleate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01580,Folic acid,0,No match,vNo-DILI-concern,Unchanged,
LT01953,Follitropin alfa/beta,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00494,Fomepizole,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01125,Fondaparinux sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01194,Fosamprenavir calcium,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01257,Fosaprepitant dimeglumine,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01397,Foscarnet sodium,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03681,Fosdenopterin hydrobromide,0,No match,vNo-DILI-concern,New,
LT01398,Fosfomycin tromethamine,6,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01399,Fosinopril sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01400,Fosphenytoin sodium,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00658,Fospropofol disodium,0,No match,vLess-DILI-concern,Unchanged,
LT03682,Fostamatinib disodium,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT03683,Fostemsavir tromethamine,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01054,Frovatriptan succinate,0,No match,vNo-DILI-concern,Unchanged,
LT00401,Fulvestrant,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00299,Furosemide,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00300,Gabapentin,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT03684,Gabapentin enacarbil,0,No match,vNo-DILI-concern,New,
LT01127,Gadobenate dimeglumine,0,No match,vNo-DILI-concern,Unchanged,
LT02336,Gadobutrol,0,No match,vNo-DILI-concern,New,
LT00951,Gadodiamide,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00528,Gadofosveset trisodium,0,No match,vNo-DILI-concern,Unchanged,
LT00935,Gadopentetate dimeglumine,0,No match,vNo-DILI-concern,Unchanged,
LT02876,Gadoterate meglumine,0,No match,vNo-DILI-concern,New,
LT00952,Gadoteridol,0,No match,vNo-DILI-concern,Unchanged,
LT01044,Gadoversetamide,0,No match,vNo-DILI-concern,Unchanged,
LT02404,Gadoxetate disodium,0,No match,vNo-DILI-concern,Unchanged,
LT01086,Galantamine hydrobromide,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03901,Gallium dotatate ga-68,0,No match,vNo-DILI-concern,New,
LT03902,Gallium ga-68 edotreotide,0,No match,vNo-DILI-concern,New,
LT03910,Gallium ga-68 gozetotide,0,No match,vNo-DILI-concern,New,
LT02064,Gallium nitrate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01401,Galsulfase,0,No match,vNo-DILI-concern,Unchanged,
LT01406,Ganciclovir sodium,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00475,Ganirelix acetate,0,No match,vNo-DILI-concern,Unchanged,
LT00402,Gefitinib,4,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01407,Gemcitabine hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00020,Gemfibrozil,4,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01084,Gemifloxacin mesylate,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00477,Gemtuzumab ozogamicin,8,Box warning,vMost-DILI-concern,Unchanged,
LT03685,Gilteritinib fumarate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT03686,Givosiran sodium,3,Warnings & precautions,vLess-DILI-concern,New,
LT02092,Glafenine,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT03687,Glasdegib maleate,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT00985,Glatiramer acetate,3,Adverse reactions,vLess-DILI-concern,Revised,
LT00173,Glimepiride,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00243,Glipizide,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00302,Glyburide,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00836,Glycopyrrolate,0,No match,vNo-DILI-concern,Unchanged,
LT01419,Golimumab,8,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03688,Golodirsen,0,No match,vNo-DILI-concern,New,
LT00939,Goserelin acetate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00557,Granisetron hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00558,Griseofulvin,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01100,Guaifenesin,0,No match,vNo-DILI-concern,Unchanged,
LT00829,Guanethidine monosulfate,0,No match,vNo-DILI-concern,Unchanged,
LT01422,Guanfacine hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00708,Guanidine hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02427,Haloperidol decanoate,3,Adverse reactions,vLess-DILI-concern,Revised,
LT00405,Haloperidol lactate,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01426,Heparin sodium,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT02382,Hetastarch,0,No match,vNo-DILI-concern,Unchanged,
LT00706,Histamine phosphate,0,No match,vNo-DILI-concern,Unchanged,
LT00426,Histrelin acetate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00725,Hyaluronidase,0,No match,vNo-DILI-concern,Unchanged,
LT02913,Hyaluronidase recombinant human,0,No match,vNo-DILI-concern,Unchanged,
LT00559,Hydralazine hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01433,Hydrochlorothiazide,2,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00188,Hydrocortisone acetate,0,No match,vNo-DILI-concern,Unchanged,
LT00814,Hydroflumethiazide,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00919,Hydromorphone hydrochloride,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01258,Hydroxocobalamin,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT02026,Hydroxychloroquine sulfate,7,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00110,Hydroxyprogesterone caproate,2,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00106,Hydroxyurea,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01437,Hydroxyzine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01156,Ibandronate sodium,0,No match,vLess-DILI-concern,Revised,
LT03689,Ibrexafungerp citrate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01378,Ibritumomab tiuxetan,0,No match,vNo-DILI-concern,Unchanged,
LT02898,Ibrutinib,7,Adverse reactions,vMost-DILI-concern,New,
LT00560,Ibufenac,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT00199,Ibuprofen,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00974,Ibutilide fumarate,0,No match,vNo-DILI-concern,Unchanged,
LT01784,Icatibant acetate,3,Adverse reactions,Ambiguous-DILI-concern,New,
LT01440,Idarubicin hydrochloride,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT03610,Idelalisib,8,Box warning,vMost-DILI-concern,New,
LT01409,Idursulfase,0,No match,vNo-DILI-concern,Unchanged,
LT00562,Ifosfamide,4,Adverse reactions,vLess-DILI-concern,Unchanged,
LT00654,Iloperidone,2,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00107,Imatinib mesylate,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02384,Imiglucerase,0,No match,vNo-DILI-concern,Unchanged,
LT00108,Imipramine hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01076,Inamrinone lactate,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03691,Inclisiran sodium,4,Adverse reactions,vLess-DILI-concern,New,
LT01444,Indapamide,5,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT01446,Indinavir sulfate,8,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00141,Indocyanine green,0,No match,vNo-DILI-concern,Unchanged,
LT00022,Indomethacin,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT03692,Infigratinib phosphate,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT01350,Infliximab,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT03693,Inotersen sodium,3,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01311,"Interferon alfa-2a, recombinant",8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01306,Interferon alfa-2b,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01336,Interferon alfacon-1,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01332,Interferon beta-1a,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01328,Interferon beta-1b,7,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT01354,Interferon gamma-1b,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT01454,Iodipamide sodium,0,No match,vNo-DILI-concern,Unchanged,
LT03911,Ioflupane i-123,0,No match,vNo-DILI-concern,New,
LT00257,Iothalamate meglumine,0,No match,vNo-DILI-concern,Unchanged,
LT00419,Ioversol,0,No match,vNo-DILI-concern,Unchanged,
LT00109,Iproniazid,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01005,Irbesartan,5,Adverse reactions,vLess-DILI-concern,Unchanged,
LT01466,Irinotecan hydrochloride,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03694,Isavuconazonium sulfate,8,Warnings & precautions,Ambiguous-DILI-concern,New,
LT00696,Isaxonine,8,Withdrawn,vMost-DILI-concern,Unchanged,
LT01469,Isocarboxazid,5,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT00306,Isoniazid,8,Box warning,vMost-DILI-concern,Unchanged,
LT00200,Isoproterenol hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT00818,Isosorbide dinitrate,0,No match,vNo-DILI-concern,Unchanged,
LT00340,Isosorbide mononitrate,3,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT00234,Isotretinoin,5,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02089,Isoxsuprine hydrochloride,0,No match,vNo-DILI-concern,Unchanged,
LT01475,Isradipine,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03695,Istradefylline,0,No match,vNo-DILI-concern,New,
LT00182,Itraconazole,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT02665,Ivabradine hydrochloride,0,No match,vNo-DILI-concern,New,
LT02431,Ivacaftor,3,Warnings & precautions,vLess-DILI-concern,New,
LT00568,Ivermectin,3,Adverse reactions,vLess-DILI-concern,Unchanged,
LT03696,Ivosidenib,4,Adverse reactions,Ambiguous-DILI-concern,New,
LT02203,Ixabepilone,7,Adverse reactions,Ambiguous-DILI-concern,Unchanged,
LT03697,Ixazomib citrate,5,Warnings & precautions,Ambiguous-DILI-concern,New,
LT01477,Kanamycin,0,No match,vNo-DILI-concern,Unchanged,
LT00859,Ketamine hydrochloride,0,No match,vLess-DILI-concern,Unchanged,
LT00111,Ketoconazole,8,Box warning,vMost-DILI-concern,Unchanged,
LT00023,Ketoprofen,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00204,Ketorolac tromethamine,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
LT00112,Labetalol hydrochloride,8,Warnings & precautions,vMost-DILI-concern,Unchanged,
LT00660,Lacosamide,3,Warnings & precautions,Ambiguous-DILI-concern,Unchanged,
LT02745,Lactitol,0,No match,vNo-DILI-concern,New,
LT00886,Lactulose,0,No match,vNo-DILI-concern,Unchanged,
LT00569,Lamivudine,3,Warnings & precautions,vLess-DILI-concern,Unchanged,
